text,label
Another national security crisis and Joe Biden goes on vacation…,MISINFORMED_OR_POTENTIALLY_MISLEADING
Your President is trying to start a war with Russia. The Ukraine doesn’t want us to get in the way. Biden is only trying to divert his poor economic conditions he is responsible for by starting a war with Russia. Let’s go Brandon 🇺🇸,MISINFORMED_OR_POTENTIALLY_MISLEADING
"NEW:

""Biden’s biggest mistake was not understanding that the Military has to be last out the door, not first out the door. Civilians and equipment go first and then, when everyone and everything is out, the Military goes. So simple, and yet it wasn’t done. Tragic!""  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
We have a video tape of BIDEN making deal with Ukraine - we have a videotape of Obama saying YOU CAN KEEP YOUR DR YOU CAN KEEP YOUR INSURNACE ! We have video of Hilary@lying about Benghazi and Biden lying about Afghanistan - GOD BLESS AMERICA,MISINFORMED_OR_POTENTIALLY_MISLEADING
The UN has passed a resolution condemning Nazism. Only two countries voted against it: the US and Ukraine. Ukraine's role - as a hotbed of Nazism and a CIA colony - is to terrorise its Russian speaking minority and provoke a response from Moscow: the inverse of current NATO lies.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Nothing suspicious about the person occupying the highest office in the land telling me what I can and can’t do while surrounding said office with razor wire and thousands of military personnel.

 #PutThatInYourPipe",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Yes, Colonel Vladimir Putin of the KGB is—and always has been—a communist.

Most brutal left-wing dictators are.

That’s why you defend them.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Don’t tell me cost is why we can’t cancel $1.7T in student debt when America spent $1.7T on a jet that will never fly, cancelled $1.7T in billionaire taxes who didn’t need it, &amp; spent $8T on defense even after ending Afghan war.

It was Never about cost.
#CancelStudentDebt",MISINFORMED_OR_POTENTIALLY_MISLEADING
The Biden policy of giving illegal immigrants $450K each is totally unacceptable. The Biden Admin unleashed the worst Border Crisis in more than 30 years all because they dismantled policies that were working &amp; sent a message south of the border that America's borders are OPEN.,MISINFORMED_OR_POTENTIALLY_MISLEADING
The Civil War was NOT about slavery. It was fought for purely economic reasons. Corporations in the North wanted to move factories South into cities and towns. Plantation owners were afraid they'd lose their sharecroppers and slaves to those factories.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"  The United States maintains the largest active troop presence abroad of any country in the world, with over 170,000 active duty military personnel stationed overseas as of March 2021. Fact Checked as Wrong.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"We’re seeing a coordinated attack on voting rights in this country. It’s Jim Crow in the 21st century, and it must end.

Congress must enact legislation to make it easier for all eligible Americans to access the ballot box and prevent attacks on the sacred right to vote.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"President   promised to end the war in Afghanistan. 

He kept that promise.  ",NOT_MISLEADING
"Quite a few people are unaware of history, to the point they think the USSR was a ""dictatorship""! The truth is, they had a thriving democracy under the Soviet system!
#democracy 
#Socialism  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
4 officers who responded to Jan. 6 Capitol attack have now died of suicide.,MISINFORMED_OR_POTENTIALLY_MISLEADING
That’s what this is: the horrible consequences of endless war and failed US policy going back to the 1980s when we backed the Taliban against the Soviets. Innocent people suffer the horrors of war while political leaders and arms-dealing corporations sit back and make billions.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Joe Biden's energy crisis continues as Americans are now paying the most for gas in seven years.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"❕ Biden wants to empower the IRS to monitor every deposit &amp; withdrawal for any account with transactions over $600

Democrats created an economic crisis &amp; are now grasping for even more control

Small businesses can't afford increased government overreach
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"When I took office eight months ago, we inherited an economy in crisis and less than 1% of adults were vaccinated.
 
Now, we’re creating an average of 600,000 jobs a month and nearly 80% of eligible Americans have received at least one shot.
 
That’s progress.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"🚨NEW LETTER🚨
W&amp;M Members Demand Answers on Dems’ Push for IRS Invasion into YOUR Bank Accounts:

""The true targets are farmers, families &amp; small businesses, &amp; question IRS’s capacity to protect this unprecedented amount of personal banking info.” 

More:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Join our Turning Point Dialogues: Climate Edition every week in the lead up to #COP26 to explore the realities of the climate crisis from activists on the frontlines across the world. #TurnItAround
Full program ➡️    ",NOT_MISLEADING
"What started on Sunday with the tragic death of Daunte Wright led law enforcement into crisis mode. ""That was not Operation Safety Net. THIS is Operation Safety Net,""   Col. Langer said. 

#MNOSN #OperationSafetyNet #ChauvinTrial",MISINFORMED_OR_POTENTIALLY_MISLEADING
"  Aafia Siddiqui was set up by US military men, the same army that covered up a massacre of an entire Syrian town, and lied about killing an aid worker and his family in Afghanistan, and is innocent, learn her story!

#FreeAafia ZERO EVIDENCE AGAINST HER!

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Straight people are under attack and it’s going to get worse. Buckle up. Protect your families.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"The GOP has brought us the worst economic crisis since the Great Depression

Biden’s Jobs Plan will put millions of Americans back to work fixing our crumbling infrastructure

#VoteBlue2022 #wtpBLUE #wtp786
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Just an unbelievable use of military and police force to clear out Lafayette Park of protesters  for a photo op at St John’s Episcopal Church.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Florida just gets worse and worse. Will #DeathSantis prosecute this assassin or hand him the key to the state?

Mayor Says Debbie Wasserman Schultz Was The Target In Pride Parade Terror Attack  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Hawks in DC/Miami want intervention in Haiti &amp; Cuba. No mention of our military occupation of Haiti, or our coups against Haiti's 1st elected president, or our 100s of assassination attempts on Castro.

My   commentary tonight on U.S. interventionism:
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"New York has 970 people hospitalized with Covid-19; Florida has 7,763. Politics is driving this crisis  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"What a stupid fucking take. One involves depriving children of school. The other involves a barbarous invasion that KILLED children, STARVED children, IRRADIATED children, MAIMED children, what a stupid fucking take  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Record numbers testing positive for a sore throat isn’t a crisis

And people in the hospital for car accidents testing positive isn’t a surge 

The real crisis is the irrational hysteria which has people with no symptoms waiting hours for a test or missing work for 10 days",MISINFORMED_OR_POTENTIALLY_MISLEADING
taking a moment to re-up the fact that   knew about Russia offering bounties to Taliban to take out US troops in Afghanistan and still defends Putin.  his undervaluing  contribution of US troops not just horrific--but also dangerous,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Correct. Most Americans don’t realize that “CRT” was a thing in the Soviet Union, and it led to multiple civil wars and transnational conflicts by the 1990s.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"VP Harris repeatedly fails to salute military on Air Force Two, breaking with precedent  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Trafficking with children and has been detained by military forces.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Jan. 6 committee chair: ""No question"" Capitol riot was a premeditated attack    ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Alternative Headline: Drug Company With Massive Conflict of Interest and a Flawed Product Announces That You May Still Get an Omicron Cold If You Don’t Use Their Drug For a Third Time This Year,MISINFORMED_OR_POTENTIALLY_MISLEADING
Shocking video recorded in Portland show a large group of antifa carrying shields &amp; weapons move in to attack &amp; shut down a family Christian prayer &amp; worship event on the waterfront. Police did not intervene.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"The COVID surge in Texas is largely driven by unvaccinated Americans — but there's growing concern the migrant crisis may be complicating the issue.

@cbsmireya got exclusive access to one temporary emergency shelter, set up to test and treat migrants who have COVID.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"TEN MILLION.

In the midst of the worst border crisis in decades.

#BidenBorderCrisis  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
".     This is a conflict of interest! Kamala should not be allowed to use TAX PAYER money to buy her books so she can then give them to illegals at the border. She is buying future votes for the #DEMOCRATS. If Trump did this, the MSM would be all over this!  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"MILLEY’S ACTIONS WERE ATTEMPTED MILITARY COUP AGAINST TRUMP

“…the latest manifestation of a sickness that led the leaders of many important institutions to turn their hatred for Trump into a license to break restraints, standards and even laws.”

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"I hear Jeffrey Toobin and other leftists say #KyleRittenhouse was a real dummy to bring an AR-15 to a riot. Maybe. But wouldn’t you say those Antifa criminals, sickos and perverts were even dumber to attack a guy with an AR-15? Rittenhouse was clearly the smartest of that bunch",MISINFORMED_OR_POTENTIALLY_MISLEADING
And hey   and your botnet: Just because you won dismissal of the final order doesn't mean you couldn't or didn't violate the preliminary order. Your attempts to litigate your defense on Twitter are as sad as they are ineffective.,MISINFORMED_OR_POTENTIALLY_MISLEADING
The supply-chain crisis is coming for our pizzas 🍕👀,MISINFORMED_OR_POTENTIALLY_MISLEADING
"A group of right wing extremists just decided to throw families out of their homes during a global pandemic.

This is an attack on working people across our country and city. New York won’t stand for this vile, unjust decision.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Dr. Robert Malone on the Joe Rogan Experience discussing Dr. Vladimir ""Zev"" Zelenko   and the steps that Rick Bright, Janet Woodcock and others took to sabotage and suppress hydroxychloroquine for early treatment of Covid-19.  ",NOT_MISLEADING
We must never forget the officers we lost on January 6 or in the aftermath that followed. They made the ultimate sacrifice in defense of our democracy.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"    You're late to the party, pal. Even General Milley and his own Defense Sec is blaming him now. It's all Biden's fault. Deal with it!",MISINFORMED_OR_POTENTIALLY_MISLEADING
SURPRISE Christmas trip from POTUS and FLOTUS surprises soldiers and military staff. The marks of a great leader. Trump served as a strong President for America. These are not the things we see from this illegitimate and under qualified admin in power today. Merry Christmas 🇺🇲,MISINFORMED_OR_POTENTIALLY_MISLEADING
"The Pentagon says MAGA disinformation photos claiming to show military service dogs left behind are false, and that all service dogs were evacuated. The dogs in the viral photo are from the Kabul Small Animal Rescue Shelter.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Russia didn't even attack Ukraine and UK outlets are out there saying it wont ""stop"" there LOLz  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Ellen Page's emotional interview with Stephen Colbert is going viral after she scorched the current administration in the wake of Jussie Smollett's hate-fueled attack (Watch the full interview:   via  ),NOT_MISLEADING
"Biden’s White House Medical Advisor Dr Anthony Fauci funded dangerous research at the Wuhan lab that most likely led to the Covid leak. And now, he runs our response to Covid. 

That is the LARGEST conflict of interest in history. 

Don’t follow Fauci. Arrest him. 

#ARRESTFauci  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Strongly condemn the attack against Smt.Thushara Ajith. A group of Muslim fanatics brutally attacked the woman entrepreneur due to non-compliance of Halal in her hotel. What happened in Kakkanad is nothing less than Talibanism. I urge the people of Kerala to reject #HalalInvasion,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Is lack of Black History Knowlwdge  Reason Why ""Aliens Will Never Invade Earth""  ",NOT_MISLEADING
The Kabul airport attack has nixed hopes of evacuation for the last thousands still hoping to make it out. Am hearing the US military is sealing shut the airport gates. The casualty numbers are growing by the minute. A tragedy piled on a tragedy.,MISINFORMED_OR_POTENTIALLY_MISLEADING
Why is your department of education trying to remove the holocaust and other war atrocities from history class if you (rightfully for once) think we shouldn’t forget?,MISINFORMED_OR_POTENTIALLY_MISLEADING
"🚨 Las vacunas no causan infertilidad  

¿Te han dicho que las vacunas contra la #COVID19 causan infertilidad? 

👉🏼 Esto es falso. 

En esta nota de   que republicamos encuentras los detalles: 

 ",NOT_MISLEADING
"#NoPlanJoe, Really?

-COVID-19 Vaccines
-Strong economy
-lower taxes
-less inflation
-Afghan war ended
-Global Respect to America 
-fighting climate change
-millions of jobs added
-More Unity among Americans
-more financial stability 
-less hate

President Biden has a plan",MISINFORMED_OR_POTENTIALLY_MISLEADING
But the current government wasn’t elected. Registering and counting the votes of the dead doesn’t validate the current Russian controlled administration. Even in the U.K. we know Putin is the puppet master of the Democratic Party,MISINFORMED_OR_POTENTIALLY_MISLEADING
"               
Dr Vladimir Zelenko reports that miscarriage rate increases from 10% to 80% in the first trimester after talking the Covid-19 jab.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"During his campaign, President Biden promised voters broad student loan forgiveness. As president, he hasn't delivered.

Student debt cancellation would help close the racial wealth gap, while addressing the student debt crisis for millions.

Biden must cancel student debt NOW.  ",NOT_MISLEADING
"Because people are still confused about, and largely ignoring, the crisis of mass death among vaccinated Americans, I'll go through it again:

A substantial fraction of Americans dying of COVID every day, probably more 500 and plausibly as high as 750, are vaccinated.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"BREAKING &amp; SHOCKING NEWS  Finally FBI arrested a Professor from Boston University who was in connection with Chinese university and research lab in Wuhan, and was highly paid by China.  Now it is very close to clear that Corona virus is a Bio Attack planned and conducted by China  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The Israeli armed forces said 36 rockets were fired, six of which were intercepted by the Iron Dome defense system. There were no reports of injuries or fatalities.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Stacey Abrams described Georgia’s new voting law as “Jim Crow” at least 10 times before MLB moved the All-Star game.

She also wrote “boycotts work” and threatened the businesses which didn’t attack the new law.

She convinced the MLB to boycott Georgia.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Last month, Joe Biden claimed that no military leader advised him to leave a small troop presence in Afghanistan.

Today, General Milley and General McKenzie both confirmed their recommendation that 2,500 U.S. troops remain in Afghanistan.

Which is it?  ",NOT_MISLEADING
"Saule Omarova withdrew her nomination to head the Office of the Comptroller of the Currency, a key role overseeing U.S. banks, after facing personal attacks about being born in the former Soviet Union.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The Texas power crisis proves we need more, not less, renewable energy.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The Texas crisis is not how modern life is supposed to work

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Racists attack Asian American chef who criticized Texas over mask mandate,MISINFORMED_OR_POTENTIALLY_MISLEADING
"🇷🇺 He inspires films, books, poems, news, even myths &amp; legends!

One of the most popular world leaders, President of Russia in 2000-2008 and since 2012 - Vladimir #Putin is celebrating his birthday today!

#KeepCalm #Putin69  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
This tweet thread is instructive because it underscores that much of the unelected security state’s motivation for hijacking our democracy &amp; foreign policy is their manic zeal to start new wars. 45’s refusal to allow America to be dragged into needless war enraged the deep state.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"After an investigation into racism at the Virginia Military Institute, alumni at the nation's oldest state-supported military college have split into warring factions  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Holy crap, Politico obtained a draft executive order prepared for Trump in Dec. 2020 that would have directed the defense secretary to use the National Guard to seize voting machines and data. 

It was just awaiting his signature.
   ",NOT_MISLEADING
"As   told ABC, ending the war in Afghanistan was in our national interest. He said advice was split, but consensus of top military advisors was 2500 troops staying meant escalation due to deal by the previous admin.  , the Chairman, and GEN McKenzie all reiterated.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"My tribe's sovereignty has been dealt major blows by every modern president, both Democrat and Republican. Yesterday was the Biden administration's turn. We need to talk about what happened and why the precedent it sets will be so devastating. 1/8  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Donald Trump called John McCain a “loser.”

He let Putin get away with placing bounties on the heads of our troops.

He called fallen soldiers “suckers.”

It's a pattern. And it proves just how unfit he is to be commander in chief.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Last year, for the first time in our history, a president who just lost an election tried to prevent the peaceful transfer of power as a violent mob breached the Capitol.

But they failed.
 
And on this day of remembrance we must make sure that such an attack never happens again.",MISINFORMED_OR_POTENTIALLY_MISLEADING
RuPaul says he disagrees with the Biden administration’s decision to recognize the massacre of Armenians by the Ottoman Empire during World War 1 as a genocide: “The evidence just isn’t there.”,MISINFORMED_OR_POTENTIALLY_MISLEADING
"She's already taking control of the president's nuke abilities, now she's forming her own military with her as the sole leader. This is insane.",MISINFORMED_OR_POTENTIALLY_MISLEADING
Biden administration to resume border wall construction as crisis worsens,MISINFORMED_OR_POTENTIALLY_MISLEADING
"The Silicon Valley Cartel’s ban of   is an attack on the free speech of all Americans.

Next, it could be you.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The loss of Senator Bob Dole at the age of 99 reminds us of a time Senators worked across the aisle with dignity. A war hero and a patriot, he possessed a sharp, self-deprecating wit. He will be missed.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Real simple: Trump got Americans to attack other Americans and the Capitol and congress of America while he was supposed to be president after he lost the election in order stop the certification of his loss and in effect take over the nation violently and illegally and he walked,MISINFORMED_OR_POTENTIALLY_MISLEADING
When all the votes were actually counted Al Gore had won the election in 2000. The Supreme Court basically stopped the Florida count and gave Bush the presidency. Had Gore won we would have started a needed war against climate change and not a tragic war against Saddam Hussein.,MISINFORMED_OR_POTENTIALLY_MISLEADING
DeSantis proposes civilian military force he would control,MISINFORMED_OR_POTENTIALLY_MISLEADING
"How badly do Nancy Pelosi and the House Democrats want to cover up this Afghanistan debacle?

They just blocked Members of Congress from reading the names of the service members who sacrificed their lives in Afghanistan last week.

Don’t you think our military deserves better?",NOT_MISLEADING
"Assessing and predicting the fudge out of this whole “bounties on US soldiers being paid out by Russia via cryptocurrency” situation 789 days before NYT broke the news.

Seven-hundred-and-eighty-nine days in advance. It’s almost like I know what the f*ck I’m talking about.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Meadows claims the former acting defense secretary Chris Miller can back him up. But Miller issued a statement that day saying he had spoken to Pence, Pelosi, McConnell and Schumer — with zero mention of the president.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Esto es AmeriKKKa. Estas fotos de   muestran como un agente de la policía de control fronterizo le da latigazos a haitianos que están intentando cruzar desde Ciudad Acuña, en Mexico hacia Texas. #Biden y la crisis migratoria que no cesa de explotarle en las manos  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Forcing people and using coercion to get them to take a medical procedure against their will to “regain their freedoms” (Vaccine Passports) is not a new form of barbarism. It was expressly discussed during the Trials of War Criminals before the Nuremberg Military Tribunals WWll,MISINFORMED_OR_POTENTIALLY_MISLEADING
"The Barnes Review is a white nationalist outlet that publishes pieces such as “In Defense of Adolf Hitler,” “Why the Holocaust Story Was Invented,” and “Defending Dixie.”

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Smoking weed ain’t the problem. It’s weeding out the hypocrisy of a nation that started a war on drugs to justify its assault on Black folk, and then blames us for smoking, when what we really need is to smoke out the racism that blunts the lives of too many of our people.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Once again, there were 200,000 migrant encounters at the Southern Border during the month of August. When is this administration going to take responsibility for this crisis that THEY created? #BidenBorderCrisis  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Disgraceful behaviour from some members of the US womens' soccer team as they turn their backs while 98-year-old World War II veteran Pete DuPré played the National Anthem on his harmonica.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"  Will Taliban be more cruel than NATO forces which killed 10,00,000 civilians in 20 yrs

What's problem if afganistan is ruled by its own people.

It can be seen that Taliban have not faced any stiff resistance as they are being considerd freedom fighter by Afgan people.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"IDF Soldier Recounts Harrowing, Heroic War Story Of Killing 8-Month-Old Child    ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"WATCH: Residential Building in Gaza Collapses After Israel Launches Rocket Strike, Hamas Retaliates With Attack on Tel Aviv  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Why is   our 'Antisemite of the Week'? 

- Only R to vote against Iron Defense Dome funding
- Only R to vote against labeling BDS as antisemitic
- Voted AGAINST Holocaust education 
- Trivializes Holocaust with vile COVID comparisons

More:    ",MISINFORMED_OR_POTENTIALLY_MISLEADING
John Solomon’s reporting on Ukraine was accurate all along. Imagine that. Was that why they targeted him so viciously?,NOT_MISLEADING
"Yesterday's horrific shootings were just the latest (&amp; most visible) attack on Asian-Americans since the start of the pandemic; our friends &amp; family in the AAPI community need our support. Get started w/the links to charitable orgs, petitions, etc. below.

 ",NOT_MISLEADING
"Corporate Media does not want you to talk about the Christmas Parade Attack in Waukesha.

They want you to think that Darrell Brooks Jr was just “fleeing a knife fight” and that killing 5 and injuring 40+ was an accident 

Does this look like an accident to you?  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Last night in Kabul, the United States ended 20 years of war in Afghanistan. The longest war in our history.

We completed one of the biggest airlifts in history — with more than 120,000 people evacuated to safety. 

No nation has ever done anything like it.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"This episode of   was censored by YouTube. Listen to the full-length podcast with Dr. Vladimir Zelenko &amp; Steve Kirsch   as they discuss COVID-19 origin theories, vaccines, ivermectin &amp; more:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"It's #WorldWalrusDay. 

In NE Siberia, the climate crisis is causing the rapid collapse of sea ice, forcing tens of thousands of walruses to crowd together. 

Without the ice, they must swim long distances in search of food. Many are also killed in the over-crowded conditions.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"trump is right, he didn't start a new war (def tried w/ iran) but what's more impressive is that trump killed 400k americans without even starting a new war!",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The Facebook oversight board has more power than the United Nations. 

Conservatives were right to worry about giving our sovereignty away to a multinational institution. We just picked the wrong one.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"EXCLUSIVE: Russia's military buildup near Ukraine has expanded to include supplies of blood along with other medical materials that would allow it to treat casualties, a key indicator of Moscow's military readiness, three U.S. officials tell     1/5  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
My thoughts on Ukraine and Russia,MISINFORMED_OR_POTENTIALLY_MISLEADING
"U.S. General Mark Milley, the chairman of the Joint Chiefs of Staff, said if Russia unleashes the forces it has amassed near Ukraine's border to invade its neighbor, the outcome would be ‘horrific’ and result in significant casualties    ",MISINFORMED_OR_POTENTIALLY_MISLEADING
There was no war with Trump! Not one! #UkraineCrisis #Ukraine #putin #Poetin #RussiaUkraine #Russia,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Trump’s America was clean, honest, wealthy, transparent, productive, and future focused. 

Biden’s stolen election means inflation, death, mandates, border invasion, 13 dead soldiers, failed war in a weekend,f Biden protests, embarrassment on world stage, driveling incoherency.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"18/ Assault weapons fall outside the scope of #2A b/c like the M16, they're most useful in military service. 

SCOTUS has made clear that #2A does NOT protect weapons that are “most useful in military service,” such as the “M-16 and the like.”",MISINFORMED_OR_POTENTIALLY_MISLEADING
A recording of a 2019 phone call shows how Trump adviser Rudy Giuliani cajoled and pressured Ukraine to investigate baseless conspiracies about Biden,MISINFORMED_OR_POTENTIALLY_MISLEADING
Trump instigated the attack on our country and our leaders on Jan. 6th. Our Senators must uphold their duty to our nation and prevent this from happening again. Call your Senators at: 844-447-7270 - urge them to Convict And Disqualify him now.,MISINFORMED_OR_POTENTIALLY_MISLEADING
Lauren Boebert Claims U.S. Left Behind $85 Million of Military Equipment to the Taliban. She is Wrong.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Fort Lauderdale Mayor: Truck running into Pride parade ""was a terrorist attack against the LGBTQ community""    ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Whips v Reigns is a distraction. As usual, the radical left is exploiting black people for political gain. This time, to change narrative on the #BidenBorderCrisis . Biden/Harris encouraged 13k illegals to  invade America during a pandemic-racism ain’t the issue. #buildthewall",MISINFORMED_OR_POTENTIALLY_MISLEADING
What the left calls the homeless crisis is fundamentally an issue of ADDICTION and UNTREATED SERIOUS MENTAL ILLNESS. Both of which are abetted by leftist policies.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Reports are coming in that while Rush Limbaugh did have painful, deadly cancer, the actual cause of death was a heart attack after he repeatedly tasered himself in the balls.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"What’s your favorite Democrat hoax? 

Two-year Russia hoax
Jan 6th, fire-extinguisher-beat-an-officer-to-death hoax
Or the more recent border-patrol-whipping Haitians hoax?

So hard to choose just one when I honestly love them all. 

BlueAnon is real.",NOT_MISLEADING
Weakening our southern border and creating a crisis is not compassionate.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"We can put a Hellfire missile through the back passenger window of Solimani's car but we're incapable of securing our own fucking people.

Very cool and epic.  ",NOT_MISLEADING
"Taliban has an estimated $212 million worth of U.S. military aircraft, vehicles, ammunition, and spare parts. 

Makes Taliban arguably the best armed militant group in modern history. #Afghanistan  ",NOT_MISLEADING
"President Biden and the Democratic Party don't believe there is a crisis at our southern border because they don't believe in borders.

The American people affected by this crisis know better.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Israel uses phosphorus shells, which are globally banned weapons, to bomb Gaza Strip now.
*An illustration picture which caught during the Israeli war against Gaza in 2008. Their crimes never end! 

#GazaUnderAttack #IsraeliCrimes  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Kind of rich that Judicial Crisis Network, central to dark-money scheme to pack and capture the Court, complains about “pressure” on the Court when we call out their scheme.  
   ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"  Unvaccinated Americans, disproportionately Republican Fox viewers, are fueling the surge, not migrants who are near 100 percent tested and quarantined if positive. Why not talk about the border crisis without dabbling in BS and racist tropes about immigrants.",MISINFORMED_OR_POTENTIALLY_MISLEADING
@potus made clear that he will not ask Americans to fight and and die in a war that the Afghan military is not willing to fight for itself,MISINFORMED_OR_POTENTIALLY_MISLEADING
"The US Military just blew up a vehicle traveling with suicide bombers enroute to Kabul with a drone strike.

My boy, Biden, is fucking up ISIS-K! I love having a President who doesn't make deals with terrorists.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The strike on ISIS-K is the start of payback.  Congratulations to our military and good call from Pres. Biden.  Nothing will recover our loss of men, but it cannot go unanswered.",MISINFORMED_OR_POTENTIALLY_MISLEADING
BREAKING: The US military has carried out a drone strike killing an ISIS-K planner in eastern Afghanistan.,MISINFORMED_OR_POTENTIALLY_MISLEADING
".  spox: US military “conducted an over-the-horizon counterterrorism operation today against an ISIS-K planner. The unmanned airstrike occurred in the Nangahar Province of Afghanistan. Initial indications are that we killed the target. We know of no civilian casualties.""",MISINFORMED_OR_POTENTIALLY_MISLEADING
"LATEST: NOT clear whether vehicle struck had more than one suicide bomber, not clear whether suicide bomber was wearing vest or vehicle packed with explosives. Can report: at least one suicide bomber killed in car carrying explosives. This, according to senior military officials.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"For the hacks like   and all of his minions pushing their scam #NoPawsLeftBehind 
No US Military Dogs were left behind.
You can apologize now.   ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Viral photos claim to show dozens of U.S. military service dogs being abandoned at an airport in Kabul.

In reality, the canines are rescue dogs under the care of Kabul Small Animal Rescue. Get the facts --&gt;    ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"No US Military Dogs Were Left Behind in Afghanistan, DOD Says - Defense One  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"No US Military Dogs Were Left Behind in Afghanistan, DOD Says.

Pentagon officials say the caged dogs in viral photos aren’t military working dogs, all of which were evacuated.

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"  No US Military Dogs Were Left Behind in Afghanistan, DOD Says  
But you and your moron brother kill animals and brag about it.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
The Department of Defense said that no contract working dogs were left behind in cages at Hamid Karzai International Airport.,MISINFORMED_OR_POTENTIALLY_MISLEADING
