text,label,metadata
"Russia didn't exist as a state 40 years ago: it was part of the USSR. If the Soviet KGB really had a programme to cultivate Americans like Trump, there would be numerous former agents in places like Ukraine, Georgia, Armenia, Latvia, etc, who would have exposed it years ago.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1355184275931455488
"40 years ago the USSR was run by two Ukrainians (Brezhnev &amp; Tikhonov). Later came Gorbachev &amp; collapse. Then modern Russia was formed &amp; you had the calamitous Yeltsin years, followed by Putin/Medvedev. Idea Trump could be maintained through all that tumult as an agent is INSANE.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1355187262829580292
"Joe Biden is no match for Vladimir Putin and the world knows it.

Putin is a trained military professional.

Biden hasn’t done anything but lie for 48 years.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1404919311622459395
"CBP reports that 188,829 illegal immigrants were encountered at the border in June, debunking Biden’s false claim that his border crisis is seasonal.
 
That’s a new 21-year high.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1416741699003498501
"So Steve Bannon called me a “beast” today but in a good way. (I think.)

My interview in the War Room along with ⁦ ⁩ on January 6 inside operation and persecuted Americans    ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1418665000026189827
"🚨🚨I will be joining the WAR ROOM, at 5:00PM ET.🚨🚨

WATCH LIVE HERE:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1422661026349203458
General Flynn is a patriot! The military is getting it done!🇺🇸  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1432051156210094087
The American government is pulling out of #Kabul and leaving behind brave U.S. military contract working dogs to be tortured and killed at the hand of our enemies. We stand ready to bring them home! Read our CEO  's full statement:    ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1432417976897179650
"Under Trump:

• Military dog honored for bravery
• Rescued Americans in hostile nations

Under Biden

• Military dogs left in hostile nation
• Americans left behind in hostile nation

Miss the mean tweets yet?",MISINFORMED_OR_POTENTIALLY_MISLEADING,1432517232408543232
"Radical right-wing pastor Greg Locke used his Sunday service to attack members of his own congregation as hypocrites for complaining that he uses his sermons to rant about politics and spread conspiracy theories: ""You can leave any time you want to.""  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1437111379908046854
"The only question that matters is, how does intervening in Ukraine help the core interests of the United States? That’s the one question no one in Washington is asking.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1468394056191385606
Another national security crisis and Joe Biden goes on vacation…  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1492223880823508995
    Your President is trying to start a war with Russia. The Ukraine doesn’t want us to get in the way. Biden is only trying to divert his poor economic conditions he is responsible for by starting a war with Russia. Let’s go Brandon 🇺🇸,MISINFORMED_OR_POTENTIALLY_MISLEADING,1493686819111768070
"NEW:

""Biden’s biggest mistake was not understanding that the Military has to be last out the door, not first out the door. Civilians and equipment go first and then, when everyone and everything is out, the Military goes. So simple, and yet it wasn’t done. Tragic!""  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1429814694697750530
We have a video tape of BIDEN making deal with Ukraine - we have a videotape of Obama saying YOU CAN KEEP YOUR DR YOU CAN KEEP YOUR INSURNACE ! We have video of Hilary@lying about Benghazi and Biden lying about Afghanistan - GOD BLESS AMERICA  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1429671743338160128
The UN has passed a resolution condemning Nazism. Only two countries voted against it: the US and Ukraine. Ukraine's role - as a hotbed of Nazism and a CIA colony - is to terrorise its Russian speaking minority and provoke a response from Moscow: the inverse of current NATO lies.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1473311930869768196
"Nothing suspicious about the person occupying the highest office in the land telling me what I can and can’t do while surrounding said office with razor wire and thousands of military personnel.

 #PutThatInYourPipe",MISINFORMED_OR_POTENTIALLY_MISLEADING,1370347781349597187
"Yes, Colonel Vladimir Putin of the KGB is—and always has been—a communist.

Most brutal left-wing dictators are.

That’s why you defend them.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1396137826446622722
"Don’t tell me cost is why we can’t cancel $1.7T in student debt when America spent $1.7T on a jet that will never fly, cancelled $1.7T in billionaire taxes who didn’t need it, &amp; spent $8T on defense even after ending Afghan war.

It was Never about cost.
#CancelStudentDebt",MISINFORMED_OR_POTENTIALLY_MISLEADING,1473025011153784835
The Biden policy of giving illegal immigrants $450K each is totally unacceptable. The Biden Admin unleashed the worst Border Crisis in more than 30 years all because they dismantled policies that were working &amp; sent a message south of the border that America's borders are OPEN.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1454090405570662402
  The Civil War was NOT about slavery. It was fought for purely economic reasons. Corporations in the North wanted to move factories South into cities and towns. Plantation owners were afraid they'd lose their sharecroppers and slaves to those factories.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1457402376973955076
"  The United States maintains the largest active troop presence abroad of any country in the world, with over 170,000 active duty military personnel stationed overseas as of March 2021. Fact Checked as Wrong.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1474877444343615494
"We’re seeing a coordinated attack on voting rights in this country. It’s Jim Crow in the 21st century, and it must end.

Congress must enact legislation to make it easier for all eligible Americans to access the ballot box and prevent attacks on the sacred right to vote.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1404912394401423366
"President   promised to end the war in Afghanistan. 

He kept that promise.  ",NOT_MISLEADING,1432812350399209474
"Quite a few people are unaware of history, to the point they think the USSR was a ""dictatorship""! The truth is, they had a thriving democracy under the Soviet system!
#democracy 
#Socialism  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1361902902076313605
4 officers who responded to Jan. 6 Capitol attack have now died of suicide.    ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1422529139706372142
That’s what this is: the horrible consequences of endless war and failed US policy going back to the 1980s when we backed the Taliban against the Soviets. Innocent people suffer the horrors of war while political leaders and arms-dealing corporations sit back and make billions.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1427028625774284802
"Joe Biden's energy crisis continues as Americans are now paying the most for gas in seven years.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1445792817939365890
"❕ Biden wants to empower the IRS to monitor every deposit &amp; withdrawal for any account with transactions over $600

Democrats created an economic crisis &amp; are now grasping for even more control

Small businesses can't afford increased government overreach
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1447975911492567040
"When I took office eight months ago, we inherited an economy in crisis and less than 1% of adults were vaccinated.
 
Now, we’re creating an average of 600,000 jobs a month and nearly 80% of eligible Americans have received at least one shot.
 
That’s progress.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1449024621676843011
"🚨NEW LETTER🚨
W&amp;M Members Demand Answers on Dems’ Push for IRS Invasion into YOUR Bank Accounts:

""The true targets are farmers, families &amp; small businesses, &amp; question IRS’s capacity to protect this unprecedented amount of personal banking info.” 

More:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1450200793416613890
"Join our Turning Point Dialogues: Climate Edition every week in the lead up to #COP26 to explore the realities of the climate crisis from activists on the frontlines across the world. #TurnItAround
Full program ➡️    ",NOT_MISLEADING,1442890871486050307
"What started on Sunday with the tragic death of Daunte Wright led law enforcement into crisis mode. ""That was not Operation Safety Net. THIS is Operation Safety Net,""   Col. Langer said. 

#MNOSN #OperationSafetyNet #ChauvinTrial",MISINFORMED_OR_POTENTIALLY_MISLEADING,1384227632737243140
"  Aafia Siddiqui was set up by US military men, the same army that covered up a massacre of an entire Syrian town, and lied about killing an aid worker and his family in Afghanistan, and is innocent, learn her story!

#FreeAafia ZERO EVIDENCE AGAINST HER!

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1482521026890285059
Straight people are under attack and it’s going to get worse. Buckle up. Protect your families.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1368286763526062090
"The GOP has brought us the worst economic crisis since the Great Depression

Biden’s Jobs Plan will put millions of Americans back to work fixing our crumbling infrastructure

#VoteBlue2022 #wtpBLUE #wtp786
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1395518580788183040
Just an unbelievable use of military and police force to clear out Lafayette Park of protesters  for a photo op at St John’s Episcopal Church.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1267592570416312328
"Florida just gets worse and worse. Will #DeathSantis prosecute this assassin or hand him the key to the state?

Mayor Says Debbie Wasserman Schultz Was The Target In Pride Parade Terror Attack  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1406459765555871744
"Hawks in DC/Miami want intervention in Haiti &amp; Cuba. No mention of our military occupation of Haiti, or our coups against Haiti's 1st elected president, or our 100s of assassination attempts on Castro.

My   commentary tonight on U.S. interventionism:
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1416928076173385729
"New York has 970 people hospitalized with Covid-19; Florida has 7,763. Politics is driving this crisis  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1421069649102393350
"What a stupid fucking take. One involves depriving children of school. The other involves a barbarous invasion that KILLED children, STARVED children, IRRADIATED children, MAIMED children, what a stupid fucking take  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1478939519575597056
"Record numbers testing positive for a sore throat isn’t a crisis

And people in the hospital for car accidents testing positive isn’t a surge 

The real crisis is the irrational hysteria which has people with no symptoms waiting hours for a test or missing work for 10 days",MISINFORMED_OR_POTENTIALLY_MISLEADING,1476991857699659777
taking a moment to re-up the fact that   knew about Russia offering bounties to Taliban to take out US troops in Afghanistan and still defends Putin.  his undervaluing  contribution of US troops not just horrific--but also dangerous  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1301905812676374529
"Correct. Most Americans don’t realize that “CRT” was a thing in the Soviet Union, and it led to multiple civil wars and transnational conflicts by the 1990s.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1456020448639135753
"VP Harris repeatedly fails to salute military on Air Force Two, breaking with precedent  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1374514885279707144
  Trafficking with children and has been detained by military forces.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1374758419190661126
"Jan. 6 committee chair: ""No question"" Capitol riot was a premeditated attack    ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1452386685757526016
  Alternative Headline: Drug Company With Massive Conflict of Interest and a Flawed Product Announces That You May Still Get an Omicron Cold If You Don’t Use Their Drug For a Third Time This Year,MISINFORMED_OR_POTENTIALLY_MISLEADING,1468595285764947971
Shocking video recorded in Portland show a large group of antifa carrying shields &amp; weapons move in to attack &amp; shut down a family Christian prayer &amp; worship event on the waterfront. Police did not intervene.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1424171542729080838
"The COVID surge in Texas is largely driven by unvaccinated Americans — but there's growing concern the migrant crisis may be complicating the issue.

@cbsmireya got exclusive access to one temporary emergency shelter, set up to test and treat migrants who have COVID.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1425066617348706305
"TEN MILLION.

In the midst of the worst border crisis in decades.

#BidenBorderCrisis  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1460639940883234822
".     This is a conflict of interest! Kamala should not be allowed to use TAX PAYER money to buy her books so she can then give them to illegals at the border. She is buying future votes for the #DEMOCRATS. If Trump did this, the MSM would be all over this!  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1387068059014209538
"MILLEY’S ACTIONS WERE ATTEMPTED MILITARY COUP AGAINST TRUMP

“…the latest manifestation of a sickness that led the leaders of many important institutions to turn their hatred for Trump into a license to break restraints, standards and even laws.”

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1439629800243490816
"I hear Jeffrey Toobin and other leftists say #KyleRittenhouse was a real dummy to bring an AR-15 to a riot. Maybe. But wouldn’t you say those Antifa criminals, sickos and perverts were even dumber to attack a guy with an AR-15? Rittenhouse was clearly the smartest of that bunch",MISINFORMED_OR_POTENTIALLY_MISLEADING,1458791191265390599
And hey   and your botnet: Just because you won dismissal of the final order doesn't mean you couldn't or didn't violate the preliminary order. Your attempts to litigate your defense on Twitter are as sad as they are ineffective.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1425887411578548224
The supply-chain crisis is coming for our pizzas 🍕👀  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1450575997837971466
"A group of right wing extremists just decided to throw families out of their homes during a global pandemic.

This is an attack on working people across our country and city. New York won’t stand for this vile, unjust decision.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1431080244497235970
"Dr. Robert Malone on the Joe Rogan Experience discussing Dr. Vladimir ""Zev"" Zelenko   and the steps that Rick Bright, Janet Woodcock and others took to sabotage and suppress hydroxychloroquine for early treatment of Covid-19.  ",NOT_MISLEADING,1477039826251755520
We must never forget the officers we lost on January 6 or in the aftermath that followed. They made the ultimate sacrifice in defense of our democracy.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1479219255556071424
"    You're late to the party, pal. Even General Milley and his own Defense Sec is blaming him now. It's all Biden's fault. Deal with it!",MISINFORMED_OR_POTENTIALLY_MISLEADING,1428072698664603659
SURPRISE Christmas trip from POTUS and FLOTUS surprises soldiers and military staff. The marks of a great leader. Trump served as a strong President for America. These are not the things we see from this illegitimate and under qualified admin in power today. Merry Christmas 🇺🇲  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1474269193222725635
"The Pentagon says MAGA disinformation photos claiming to show military service dogs left behind are false, and that all service dogs were evacuated. The dogs in the viral photo are from the Kabul Small Animal Rescue Shelter.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1432801179549962240
"Russia didn't even attack Ukraine and UK outlets are out there saying it wont ""stop"" there LOLz  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1490303324247183361
Ellen Page's emotional interview with Stephen Colbert is going viral after she scorched the current administration in the wake of Jussie Smollett's hate-fueled attack (Watch the full interview:   via  )  ,NOT_MISLEADING,1092551623778406402
"Biden’s White House Medical Advisor Dr Anthony Fauci funded dangerous research at the Wuhan lab that most likely led to the Covid leak. And now, he runs our response to Covid. 

That is the LARGEST conflict of interest in history. 

Don’t follow Fauci. Arrest him. 

#ARRESTFauci  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1435265681633726469
Strongly condemn the attack against Smt.Thushara Ajith. A group of Muslim fanatics brutally attacked the woman entrepreneur due to non-compliance of Halal in her hotel. What happened in Kakkanad is nothing less than Talibanism. I urge the people of Kerala to reject #HalalInvasion,MISINFORMED_OR_POTENTIALLY_MISLEADING,1452583820662767617
"Is lack of Black History Knowlwdge  Reason Why ""Aliens Will Never Invade Earth""  ",NOT_MISLEADING,1359638135399800837
The Kabul airport attack has nixed hopes of evacuation for the last thousands still hoping to make it out. Am hearing the US military is sealing shut the airport gates. The casualty numbers are growing by the minute. A tragedy piled on a tragedy.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1430920599459803148
  Why is your department of education trying to remove the holocaust and other war atrocities from history class if you (rightfully for once) think we shouldn’t forget?,MISINFORMED_OR_POTENTIALLY_MISLEADING,1354595204741935105
"🚨 Las vacunas no causan infertilidad  

¿Te han dicho que las vacunas contra la #COVID19 causan infertilidad? 

👉🏼 Esto es falso. 

En esta nota de   que republicamos encuentras los detalles: 

 ",NOT_MISLEADING,1428015371936800770
"#NoPlanJoe, Really?

-COVID-19 Vaccines
-Strong economy
-lower taxes
-less inflation
-Afghan war ended
-Global Respect to America 
-fighting climate change
-millions of jobs added
-More Unity among Americans
-more financial stability 
-less hate

President Biden has a plan",MISINFORMED_OR_POTENTIALLY_MISLEADING,1475571240815534081
  But the current government wasn’t elected. Registering and counting the votes of the dead doesn’t validate the current Russian controlled administration. Even in the U.K. we know Putin is the puppet master of the Democratic Party,MISINFORMED_OR_POTENTIALLY_MISLEADING,1440402253634957319
"               
Dr Vladimir Zelenko reports that miscarriage rate increases from 10% to 80% in the first trimester after talking the Covid-19 jab.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1443824482985127936
"During his campaign, President Biden promised voters broad student loan forgiveness. As president, he hasn't delivered.

Student debt cancellation would help close the racial wealth gap, while addressing the student debt crisis for millions.

Biden must cancel student debt NOW.  ",NOT_MISLEADING,1470770918397984771
"Because people are still confused about, and largely ignoring, the crisis of mass death among vaccinated Americans, I'll go through it again:

A substantial fraction of Americans dying of COVID every day, probably more 500 and plausibly as high as 750, are vaccinated.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1490731951359242241
"BREAKING &amp; SHOCKING NEWS  Finally FBI arrested a Professor from Boston University who was in connection with Chinese university and research lab in Wuhan, and was highly paid by China.  Now it is very close to clear that Corona virus is a Bio Attack planned and conducted by China  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1280085689418289154
"The Israeli armed forces said 36 rockets were fired, six of which were intercepted by the Iron Dome defense system. There were no reports of injuries or fatalities.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1385965027061010433
"Stacey Abrams described Georgia’s new voting law as “Jim Crow” at least 10 times before MLB moved the All-Star game.

She also wrote “boycotts work” and threatened the businesses which didn’t attack the new law.

She convinced the MLB to boycott Georgia.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1384626898312089600
"Last month, Joe Biden claimed that no military leader advised him to leave a small troop presence in Afghanistan.

Today, General Milley and General McKenzie both confirmed their recommendation that 2,500 U.S. troops remain in Afghanistan.

Which is it?  ",NOT_MISLEADING,1442880153470787585
"Saule Omarova withdrew her nomination to head the Office of the Comptroller of the Currency, a key role overseeing U.S. banks, after facing personal attacks about being born in the former Soviet Union.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1468565259099246598
"The Texas power crisis proves we need more, not less, renewable energy.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1362127579243806722
"The Texas crisis is not how modern life is supposed to work

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1362429077580369931
Racists attack Asian American chef who criticized Texas over mask mandate    ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1371842707887435778
"🇷🇺 He inspires films, books, poems, news, even myths &amp; legends!

One of the most popular world leaders, President of Russia in 2000-2008 and since 2012 - Vladimir #Putin is celebrating his birthday today!

#KeepCalm #Putin69  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1446131525385293833
This tweet thread is instructive because it underscores that much of the unelected security state’s motivation for hijacking our democracy &amp; foreign policy is their manic zeal to start new wars. 45’s refusal to allow America to be dragged into needless war enraged the deep state.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1481705458503200772
"After an investigation into racism at the Virginia Military Institute, alumni at the nation's oldest state-supported military college have split into warring factions  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1401479282619293699
"Holy crap, Politico obtained a draft executive order prepared for Trump in Dec. 2020 that would have directed the defense secretary to use the National Guard to seize voting machines and data. 

It was just awaiting his signature.
   ",NOT_MISLEADING,1484587238021345282
"As   told ABC, ending the war in Afghanistan was in our national interest. He said advice was split, but consensus of top military advisors was 2500 troops staying meant escalation due to deal by the previous admin.  , the Chairman, and GEN McKenzie all reiterated.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1442908529820516353
"My tribe's sovereignty has been dealt major blows by every modern president, both Democrat and Republican. Yesterday was the Biden administration's turn. We need to talk about what happened and why the precedent it sets will be so devastating. 1/8  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1365324879675994112
"Donald Trump called John McCain a “loser.”

He let Putin get away with placing bounties on the heads of our troops.

He called fallen soldiers “suckers.”

It's a pattern. And it proves just how unfit he is to be commander in chief.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1314023625012502532
"Last year, for the first time in our history, a president who just lost an election tried to prevent the peaceful transfer of power as a violent mob breached the Capitol.

But they failed.
 
And on this day of remembrance we must make sure that such an attack never happens again.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1479096126372515841
RuPaul says he disagrees with the Biden administration’s decision to recognize the massacre of Armenians by the Ottoman Empire during World War 1 as a genocide: “The evidence just isn’t there.”  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1386900094914637825
"She's already taking control of the president's nuke abilities, now she's forming her own military with her as the sole leader. This is insane.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1369304822311047168
Biden administration to resume border wall construction as crisis worsens  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1392653564137426948
"The Silicon Valley Cartel’s ban of   is an attack on the free speech of all Americans.

Next, it could be you.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1347703076438814721
"The loss of Senator Bob Dole at the age of 99 reminds us of a time Senators worked across the aisle with dignity. A war hero and a patriot, he possessed a sharp, self-deprecating wit. He will be missed.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1467542146328801284
  Real simple: Trump got Americans to attack other Americans and the Capitol and congress of America while he was supposed to be president after he lost the election in order stop the certification of his loss and in effect take over the nation violently and illegally and he walked,MISINFORMED_OR_POTENTIALLY_MISLEADING,1393258434108215296
When all the votes were actually counted Al Gore had won the election in 2000. The Supreme Court basically stopped the Florida count and gave Bush the presidency. Had Gore won we would have started a needed war against climate change and not a tragic war against Saddam Hussein.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1424721786332192780
DeSantis proposes civilian military force he would control    ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1467141909210701825
"How badly do Nancy Pelosi and the House Democrats want to cover up this Afghanistan debacle?

They just blocked Members of Congress from reading the names of the service members who sacrificed their lives in Afghanistan last week.

Don’t you think our military deserves better?",NOT_MISLEADING,1432751530516652033
"Assessing and predicting the fudge out of this whole “bounties on US soldiers being paid out by Russia via cryptocurrency” situation 789 days before NYT broke the news.

Seven-hundred-and-eighty-nine days in advance. It’s almost like I know what the f*ck I’m talking about.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1355922411581886468
"Meadows claims the former acting defense secretary Chris Miller can back him up. But Miller issued a statement that day saying he had spoken to Pence, Pelosi, McConnell and Schumer — with zero mention of the president.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1360592602765152257
"Esto es AmeriKKKa. Estas fotos de   muestran como un agente de la policía de control fronterizo le da latigazos a haitianos que están intentando cruzar desde Ciudad Acuña, en Mexico hacia Texas. #Biden y la crisis migratoria que no cesa de explotarle en las manos  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1440116330833846272
Forcing people and using coercion to get them to take a medical procedure against their will to “regain their freedoms” (Vaccine Passports) is not a new form of barbarism. It was expressly discussed during the Trials of War Criminals before the Nuremberg Military Tribunals WWll  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1387882477440495618
"The Barnes Review is a white nationalist outlet that publishes pieces such as “In Defense of Adolf Hitler,” “Why the Holocaust Story Was Invented,” and “Defending Dixie.”

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1402323697646542856
"Smoking weed ain’t the problem. It’s weeding out the hypocrisy of a nation that started a war on drugs to justify its assault on Black folk, and then blames us for smoking, when what we really need is to smoke out the racism that blunts the lives of too many of our people.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1411013268903239682
"Once again, there were 200,000 migrant encounters at the Southern Border during the month of August. When is this administration going to take responsibility for this crisis that THEY created? #BidenBorderCrisis  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1438563337634254850
Disgraceful behaviour from some members of the US womens' soccer team as they turn their backs while 98-year-old World War II veteran Pete DuPré played the National Anthem on his harmonica.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1412190923987947520
"  Will Taliban be more cruel than NATO forces which killed 10,00,000 civilians in 20 yrs

What's problem if afganistan is ruled by its own people.

It can be seen that Taliban have not faced any stiff resistance as they are being considerd freedom fighter by Afgan people.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1426581368604008448
"IDF Soldier Recounts Harrowing, Heroic War Story Of Killing 8-Month-Old Child    ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1391867466951835650
"WATCH: Residential Building in Gaza Collapses After Israel Launches Rocket Strike, Hamas Retaliates With Attack on Tel Aviv  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1392223627123253262
"Why is   our 'Antisemite of the Week'? 

- Only R to vote against Iron Defense Dome funding
- Only R to vote against labeling BDS as antisemitic
- Voted AGAINST Holocaust education 
- Trivializes Holocaust with vile COVID comparisons

More:    ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1442277811767713793
John Solomon’s reporting on Ukraine was accurate all along. Imagine that. Was that why they targeted him so viciously?   ,NOT_MISLEADING,1488775151558840323
"Yesterday's horrific shootings were just the latest (&amp; most visible) attack on Asian-Americans since the start of the pandemic; our friends &amp; family in the AAPI community need our support. Get started w/the links to charitable orgs, petitions, etc. below.

 ",NOT_MISLEADING,1372223124154949633
"Corporate Media does not want you to talk about the Christmas Parade Attack in Waukesha.

They want you to think that Darrell Brooks Jr was just “fleeing a knife fight” and that killing 5 and injuring 40+ was an accident 

Does this look like an accident to you?  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1462814371126599692
"Last night in Kabul, the United States ended 20 years of war in Afghanistan. The longest war in our history.

We completed one of the biggest airlifts in history — with more than 120,000 people evacuated to safety. 

No nation has ever done anything like it.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1432802776149528578
"This episode of   was censored by YouTube. Listen to the full-length podcast with Dr. Vladimir Zelenko &amp; Steve Kirsch   as they discuss COVID-19 origin theories, vaccines, ivermectin &amp; more:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1409564485787045892
"It's #WorldWalrusDay. 

In NE Siberia, the climate crisis is causing the rapid collapse of sea ice, forcing tens of thousands of walruses to crowd together. 

Without the ice, they must swim long distances in search of food. Many are also killed in the over-crowded conditions.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1463480558844010504
"trump is right, he didn't start a new war (def tried w/ iran) but what's more impressive is that trump killed 400k americans without even starting a new war!",MISINFORMED_OR_POTENTIALLY_MISLEADING,1351640382858096640
"The Facebook oversight board has more power than the United Nations. 

Conservatives were right to worry about giving our sovereignty away to a multinational institution. We just picked the wrong one.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1389935672912404481
"EXCLUSIVE: Russia's military buildup near Ukraine has expanded to include supplies of blood along with other medical materials that would allow it to treat casualties, a key indicator of Moscow's military readiness, three U.S. officials tell     1/5  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1487122136376434690
My thoughts on Ukraine and Russia  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1486761299388293120
"U.S. General Mark Milley, the chairman of the Joint Chiefs of Staff, said if Russia unleashes the forces it has amassed near Ukraine's border to invade its neighbor, the outcome would be ‘horrific’ and result in significant casualties    ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1487226485811277824
There was no war with Trump! Not one! #UkraineCrisis #Ukraine #putin #Poetin #RussiaUkraine #Russia  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1492412602571534337
"Trump’s America was clean, honest, wealthy, transparent, productive, and future focused. 

Biden’s stolen election means inflation, death, mandates, border invasion, 13 dead soldiers, failed war in a weekend,f Biden protests, embarrassment on world stage, driveling incoherency.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1440271811250245633
"18/ Assault weapons fall outside the scope of #2A b/c like the M16, they're most useful in military service. 

SCOTUS has made clear that #2A does NOT protect weapons that are “most useful in military service,” such as the “M-16 and the like.”",MISINFORMED_OR_POTENTIALLY_MISLEADING,1401220103493013504
A recording of a 2019 phone call shows how Trump adviser Rudy Giuliani cajoled and pressured Ukraine to investigate baseless conspiracies about Biden  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1402014451071696896
Trump instigated the attack on our country and our leaders on Jan. 6th. Our Senators must uphold their duty to our nation and prevent this from happening again. Call your Senators at: 844-447-7270 - urge them to Convict And Disqualify him now.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1359607383148793857
Lauren Boebert Claims U.S. Left Behind $85 Million of Military Equipment to the Taliban. She is Wrong.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1432705504099319827
